order_id,customer_id,product_id,order_date,quantity,unit_price,status
O001295,C0353,P0053,2022-02-07,4,501.74,completed
O001967,C0489,P0025,2023-08-07,2,253.18,completed
O002212,C0016,P0021,2023-10-24,-1,302.86,completed
O002504,C0176,P0078,2023-06-04,1,206.42,completed
O003076,C0377,P0049,2022-03-10,4,473.3,completed
O002522,C0222,P0007,2023-07-09,3,422.65,completed
O004593,C0052,P0025,2022-12-07,4,325.19,cancelled
O001448,C0313,P0025,2023-08-11,-1,330.46,returned
O002256,C0171,P0046,2022-02-06,3,137.09,returned
O003933,,P0066,2023-01-24,0,227.92,completed
O004219,C0156,P0058,2023-02-28,3,246.12,cancelled
O003780,C0355,P0004,2022-07-14,2,100.05,cancelled
O004475,C0023,P0011,2022-09-02,1,477.02,completed
O003396,C0333,P0062,2022-09-01,1,142.22,cancelled
O000619,C0260,P0034,2023-05-03,1,476.12,cancelled
O001864,C0069,P0036,2023-12-02,0,303.39,completed
O000139,C0058,P0019,2024-03-11,0,208.09,completed
O003327,C0139,P0082,2022-07-08,3,422.79,cancelled
O003053,C0445,P0075,2023-06-03,2,398.52,completed
O001135,C0052,P0089,2023-02-06,0,439.59,completed
O001690,C0307,P0081,2024-05-30,1,34.02,cancelled
O003909,C0443,P0054,2022-05-25,1,522.76,returned
O002044,C0490,P0099,2023-03-03,1,272.59,returned
O001269,C0248,P0024,2022-08-29,4,457.09,completed
O002576,C0464,P0090,2023-02-15,1,39.31,completed
O003773,C0316,P0061,2024-02-20,1,13.0,completed
O002560,C0037,P0075,2022-07-03,1,333.27,completed
O001985,C0459,P0057,2022-10-04,1,517.26,completed
O002656,C0272,P0009,2022-05-25,1,402.99,completed
O001680,C0204,P0004,2022-08-09,1,69.97,returned
O004641,C0398,P0037,2022-12-01,-1,463.73,completed
O001437,C0031,P0082,2022-10-14,0,454.14,returned
O000795,C0301,P0014,2023-04-10,4,161.65,cancelled
O001535,C0074,P0088,2023-08-07,0,84.45,cancelled
O004250,C0417,P0098,2022-08-14,2,40.01,completed
O002040,C0091,P0079,2022-02-06,4,144.54,cancelled
O002509,C0142,P0066,2022-10-19,0,227.69,cancelled
O002160,C0359,P0069,2024-03-01,1,298.71,completed
O001798,C0121,P0063,2022-05-02,3,10.01,completed
O002225,C0052,P0076,2023-07-09,4,185.4,completed
O004030,C0173,P0035,2022-07-07,-1,455.77,completed
O004327,C0441,P0045,2022-04-26,3,369.23,completed
O000965,C0473,P0083,2023-02-08,2,207.44,returned
O000913,C0160,P0069,2023-08-14,1,254.21,returned
O002492,C0453,P0070,2023-10-13,1,458.37,returned
O004608,C0470,P0009,2023-11-25,1,403.62,completed
O002241,C0065,P0047,01/03/2022,1,439.06,cancelled
O003260,C0058,P0074,2023-03-11,0,427.4,returned
O003570,C0487,P0038,2023-07-28,1,389.25,completed
O000024,C0332,P0022,2022-01-24,4,444.29,cancelled
O004347,C0318,P0014,2022-10-01,4,214.05,completed
O001791,C0270,P0088,2023-10-09,4,92.56,completed
O004001,C0332,P0053,12/18/2023,1,364.02,completed
O002009,C0497,P0077,2023-08-05,0,151.37,cancelled
O004223,C0147,P0063,2022-04-21,1,9.63,returned
O001324,C0437,P0079,2022-04-10,3,156.44,completed
O002240,C0191,P0006,2022-12-21,3,105.47,completed
O003057,C0321,P0069,2022-03-12,4,260.89,returned
O001481,C0440,P0081,2023-05-08,-1,34.47,returned
O003000,C0104,P0069,03/31/2024,2,348.03,completed
O004606,C0345,P0004,2024-06-28,3,76.76,completed
O000636,C0208,P0020,2022-09-20,2,437.22,completed
O004616,C0351,P0087,2024-02-18,1,191.4,returned
O002458,C0466,P0095,2024-05-20,2,30.93,completed
O003615,C0393,P0034,04/11/2023,2,427.58,completed
O001377,C0302,P0077,2024-04-26,-1,119.3,cancelled
O001494,C0031,P0018,2023-09-01,1,186.13,completed
O003908,C0170,P0074,2022-07-22,-1,365.92,cancelled
O001938,C0069,P0042,05/20/2023,2,551.47,returned
O000349,C0129,P0063,2024-01-12,1,9.26,cancelled
O001695,C0116,P0059,2023-12-06,1,197.01,completed
O003844,C0415,P0005,09/02/2023,2,135.51,completed
O004969,C0197,P0043,01/02/2023,1,173.72,cancelled
O000259,C0190,P0086,2022-03-06,3,409.24,completed
O001534,C0339,P0069,2023-02-10,2,313.1,completed
O002562,C0008,P0097,2022-03-25,-1,300.95,completed
O004321,C0440,P0054,2022-05-04,2,552.81,returned
O001090,C0057,P0077,2023-10-16,1,108.74,completed
O002984,C0419,P0068,2022-05-21,2,294.01,returned
O000277,C0069,P0099,2022-04-11,0,235.55,completed
O003650,C0429,P0055,2022-08-10,-1,380.82,cancelled
O003746,C0368,P0081,2022-02-24,1,35.73,completed
O004879,C0214,P0075,2023-04-21,-1,387.1,cancelled
O003707,C0166,P0057,2024-04-01,1,479.72,completed
O002047,C0092,P0039,2024-03-17,3,362.57,completed
O004337,C0348,P0052,2023-09-14,1,73.37,completed
O000311,C0091,P0018,2023-04-30,1,260.09,cancelled
O001177,C0179,P0068,05/26/2024,2,260.01,completed
O002195,C0392,P0086,2024-03-03,0,425.32,completed
O002233,,P0011,08/15/2023,1,466.73,cancelled
O004564,C0224,P0065,2023-12-20,3,432.83,returned
O003428,C0312,P0063,2023-09-04,3,9.97,completed
O000264,C0109,P0021,2022-03-20,3,243.03,completed
O002845,C0133,P0068,2022-01-03,4,235.19,completed
O004237,C0358,P0045,2024-04-15,0,448.98,cancelled
O001724,C0209,P0056,2022-08-19,3,292.46,returned
O001073,C0212,P0046,2023-10-27,-1,139.74,completed
O001930,C0406,P0038,2022-11-12,0,423.81,cancelled
O003828,C0231,P0047,2022-11-14,3,424.49,completed
O002343,C0204,P0058,2023-08-13,0,193.61,completed
O004639,C0031,P0073,2022-11-04,-1,218.83,completed
O001602,C0454,P0011,11/19/2023,4,527.64,completed
O004591,C0416,P0075,2022-09-01,1,319.15,completed
O003121,C0195,P0089,2023-05-01,1,419.78,completed
O000430,C0253,P0079,2023-05-24,-1,127.6,completed
O003124,C0402,P0099,2022-10-20,0,242.44,returned
O004062,C0418,P0058,06/24/2022,4,259.37,completed
O002351,C0133,P0088,2023-03-20,-1,86.52,completed
O000522,C0399,P0063,03/21/2024,0,7.12,completed
O000204,C0281,P0090,2022-12-30,3,29.62,returned
O004196,C0386,P0087,2023-08-30,4,181.25,cancelled
O004553,C0001,P0022,01/28/2024,1,347.42,completed
O000750,C0199,P0051,03/30/2024,0,310.22,returned
O004035,C0171,P0009,2022-07-06,-1,482.23,completed
O004689,C0301,P0068,2023-11-27,4,323.82,returned
O003750,C0112,P0079,2024-03-27,2,144.44,returned
O000394,C0116,P0051,07/23/2023,3,352.38,returned
O003429,C0270,P0091,2023-08-11,2,30.88,cancelled
O002495,C0051,P0066,2024-01-05,1,283.49,completed
O001574,C0472,P0060,2022-12-16,3,102.3,returned
O002680,C0338,P0037,01/18/2022,0,460.8,completed
O003915,C0152,P0046,2023-08-24,1,99.12,cancelled
O002774,C0093,P0010,08/24/2023,1,148.69,completed
O003500,C0089,P0018,2023-04-18,0,207.35,returned
O002967,C0231,P0028,05/12/2022,-1,380.0,cancelled
O000152,C0026,P0074,2022-01-29,0,481.01,completed
O003330,C0428,P0064,2022-03-07,0,107.68,completed
O003418,C0033,P0034,2022-08-17,3,391.22,completed
O002955,C0309,P0063,2022-06-17,1,7.67,completed
O002699,C0129,P0100,2023-10-11,0,285.43,completed
O001477,C0169,P0060,2024-01-18,3,124.05,cancelled
O004181,C0100,P0098,2022-01-04,1,38.87,completed
O003814,C0212,P0006,2022-12-11,1,123.23,completed
O003074,C0156,P0047,2022-03-06,-1,428.04,returned
O004296,C0101,P0064,2023-06-30,1,133.65,completed
O003599,C0307,P0091,2022-03-06,1,30.18,returned
O001608,C0067,P0080,2022-12-07,1,180.43,completed
O003446,C0326,P0025,2023-04-17,-1,279.63,completed
O002379,C0335,P0020,2024-03-01,1,401.64,completed
O004542,C0313,P0080,2023-06-02,0,237.04,completed
O002440,C0088,P0028,2024-04-15,-1,391.57,completed
O004121,C0282,P0096,2023-12-04,4,58.52,completed
O002575,C0168,P0018,2022-02-13,3,199.64,completed
O001978,C0124,P0099,2023-02-13,1,243.8,completed
O000656,C0434,P0053,2024-01-01,1,487.98,returned
O001696,C0458,P0065,2024-01-04,1,482.16,completed
O001703,C0486,P0063,2023-09-28,4,10.24,returned
O002476,C0091,P0065,2022-02-13,0,502.07,cancelled
O003557,C0046,P0024,2023-09-17,4,460.75,completed
O003876,C0217,P0041,2023-09-15,2,316.92,completed
O002897,C0100,P0006,2023-06-13,-1,99.6,completed
O004805,C0494,P0004,2023-11-05,3,76.99,returned
O000801,C0403,P0025,2022-07-25,2,320.37,returned
O001491,C0277,P0079,2024-05-13,1,138.53,completed
O000838,C0159,P0091,2024-06-10,2,31.77,cancelled
O000371,C0048,P0073,2022-09-20,3,250.54,completed
O003466,C0107,P0014,2022-09-01,3,236.1,returned
O003287,C0023,P0091,2024-02-03,1,33.73,completed
O001231,C0425,P0054,2023-08-08,4,399.65,completed
O003673,C0156,P0098,2024-01-23,1,38.07,completed
O003551,C0088,P0049,2022-12-31,0,463.82,returned
O001894,C0079,P0021,05/04/2024,0,254.51,completed
O004043,C0215,P0009,06/12/2024,4,451.88,completed
O002730,C0244,P0018,2022-08-02,0,204.74,cancelled
O000232,C0152,P0025,05/14/2023,1,278.63,completed
O001061,C0243,P0028,2024-03-19,0,494.54,returned
O004955,C0194,P0045,2024-02-23,-1,404.55,completed
O000317,C0196,P0060,2024-06-29,1,122.34,completed
O001470,C0456,P0095,2022-12-06,1,44.38,completed
O000221,C0467,P0091,2024-04-29,2,31.57,cancelled
O004740,C0372,P0065,2022-09-14,1,430.61,completed
O004399,C0359,P0089,2022-03-22,1,553.17,completed
O002747,C0205,P0058,08/10/2022,1,256.2,completed
O003649,C0106,P0083,05/28/2022,1,217.99,cancelled
O001614,C0005,P0095,2024-06-03,1,43.37,cancelled
O003652,C0134,P0032,2022-01-29,1,52.94,completed
O003983,C0188,P0042,2023-12-22,0,392.97,returned
O000068,C0217,P0011,2024-02-25,0,482.68,completed
O004084,C0202,P0013,2022-06-17,1,126.72,completed
O002916,C0497,P0022,2023-07-26,-1,309.5,completed
O004785,C0034,P0057,2023-03-28,0,469.12,completed
O004302,C0161,P0088,2022-02-26,-1,92.77,returned
O002479,C0338,P0079,2022-08-11,3,122.35,completed
O002776,C0129,P0019,2023-10-07,0,219.0,returned
O000261,C0428,P0075,2023-12-22,3,344.31,returned
O003728,C0015,P0045,2023-11-17,1,364.92,completed
O002389,C0290,P0061,2023-02-20,1,13.65,returned
O004282,C0175,P0050,12/15/2022,1,434.95,completed
O004438,C0271,P0058,2023-09-22,2,223.6,returned
O000914,C0409,P0017,2022-11-24,4,273.93,completed
O001048,C0123,P0079,2022-02-10,0,148.98,cancelled
O001222,C0173,P0005,2022-09-13,3,145.02,completed
O003043,C0226,P0005,2023-11-29,4,130.71,cancelled
O001368,C0325,P0036,2024-01-15,1,240.44,cancelled
O001808,C0184,P0040,2024-04-09,-1,174.39,returned
O000722,C0126,P0061,2024-02-27,1,14.42,completed
O001618,C0321,P0061,2023-02-01,4,17.36,returned
O003112,C0223,P0086,2024-02-23,0,414.17,cancelled
O003470,C0084,P0072,2023-08-15,4,348.89,cancelled
O000969,C0116,P0048,2022-06-09,3,43.59,completed
O001659,C0060,P0034,04/05/2023,1,425.1,cancelled
O002744,,P0024,2024-05-27,1,436.28,cancelled
O000839,C0258,P0059,11/14/2022,2,207.96,completed
O003762,C0102,P0066,2022-12-09,-1,217.84,completed
O003347,C0273,P0060,2023-09-03,1,100.66,completed
O002497,C0253,P0084,2023-02-20,-1,353.92,completed
O001067,C0166,P0094,2023-09-24,1,467.82,completed
O000362,C0286,P0054,2023-08-07,1,529.83,cancelled
O004709,C0265,P0063,2023-10-28,4,7.95,completed
O004419,C0473,P0014,2023-04-18,3,195.72,cancelled
O003734,C0406,P0024,2023-12-14,1,365.15,completed
O001701,C0348,P0005,2023-10-13,1,138.61,completed
O001098,C0240,P0064,2022-12-23,3,115.29,completed
O001582,C0177,P0082,2023-09-20,3,475.91,completed
O001890,C0285,P0004,2024-02-11,-1,94.08,cancelled
O002830,C0281,P0024,2023-04-28,1,434.38,returned
O002439,C0483,P0030,2022-02-27,1,374.59,completed
O002816,C0144,P0023,2023-03-05,1,70.9,completed
O004221,C0221,P0079,2022-04-04,-1,152.64,returned
O004551,C0408,P0074,2023-03-04,1,437.0,completed
O000721,C0172,P0016,2022-06-07,4,144.79,returned
O002045,C0144,P0022,2023-07-06,-1,324.24,cancelled
O002709,C0360,P0015,2022-10-16,2,79.34,cancelled
O000227,C0213,P0052,2022-03-11,1,72.57,completed
O003911,,P0048,2022-09-12,2,43.19,completed
O002935,C0023,P0060,2022-02-20,0,109.19,returned
O004120,C0269,P0042,2022-07-10,1,535.63,completed
O000044,C0471,P0036,2022-05-19,0,293.92,completed
O003699,C0084,P0088,2022-10-22,2,96.03,completed
O002791,C0005,P0069,2022-07-07,4,253.45,returned
O002006,C0168,P0012,2023-10-07,4,525.17,completed
O001556,C0097,P0040,2023-06-25,1,219.89,cancelled
O003871,C0347,P0060,2022-05-08,-1,137.08,returned
O004753,C0352,P0047,2023-03-18,1,473.42,cancelled
O003775,C0143,P0003,2023-10-09,1,306.02,returned
O001485,C0494,P0013,2023-03-13,1,98.21,completed
O004335,C0132,P0010,2022-04-02,-1,142.19,cancelled
O001523,C0342,P0004,2022-09-09,1,85.68,completed
O002347,C0454,P0092,2024-03-06,4,517.07,returned
O001585,C0206,P0081,2023-02-25,2,28.26,returned
O000808,C0092,P0023,2022-12-14,2,91.71,completed
O001427,C0053,P0079,2022-11-24,-1,126.31,completed
O002896,C0427,P0075,05/31/2022,4,351.52,completed
O000894,C0016,P0062,2022-03-07,4,118.2,completed
O000207,C0396,P0059,2023-10-11,1,242.96,completed
O001004,C0119,P0056,2022-06-09,-1,339.09,completed
O002689,C0042,P0036,04/03/2023,1,208.36,completed
O004968,C0303,P0092,2022-09-28,1,476.56,cancelled
O003508,C0404,P0092,2022-03-02,1,376.63,completed
O004380,C0292,P0025,2024-06-02,2,299.25,cancelled
O001509,C0178,P0057,2024-01-06,1,567.7,cancelled
O003021,C0191,P0068,2023-11-04,1,317.95,completed
O002965,C0104,P0029,03/23/2023,1,290.38,returned
O000698,C0003,P0002,2023-07-02,1,266.26,returned
O000491,C0493,P0006,2023-01-27,4,95.39,completed
O001882,C0354,P0073,2023-07-30,1,248.66,completed
O000370,C0183,P0034,2022-02-08,-1,451.76,completed
O000621,C0179,P0075,2024-05-07,4,274.29,completed
O001944,,P0080,2022-05-03,0,240.5,cancelled
O004958,C0294,P0027,10/02/2023,2,238.61,cancelled
O002739,C0093,P0023,2023-04-12,2,70.18,returned
O002038,C0409,P0041,2022-04-10,2,222.57,completed
O002475,C0200,P0040,2022-09-26,1,209.09,completed
O001689,C0231,P0088,10/23/2023,-1,70.65,cancelled
O003690,C0078,P0088,2024-03-20,-1,84.11,completed
O001616,C0029,P0026,2023-09-20,1,226.31,completed
O001083,C0425,P0074,2022-07-17,0,420.32,returned
O004568,C0369,P0084,07/15/2022,1,350.8,completed
O004411,C0336,P0053,08/09/2023,1,473.86,completed
O002443,C0030,P0093,2024-06-21,4,32.0,cancelled
O003230,C0426,P0040,2022-10-22,4,182.99,completed
O004085,C0427,P0063,2022-04-05,3,7.85,completed
O000350,C0098,P0070,2023-12-15,-1,369.41,completed
O001692,C0267,P0001,2023-07-12,1,303.69,completed
O000123,C0088,P0021,2022-03-17,4,281.08,completed
O003211,C0472,P0058,2023-11-25,1,263.92,returned
O003861,C0003,P0030,2023-01-05,-1,356.04,completed
O002572,C0404,P0002,2023-08-13,2,275.69,completed
O002579,C0500,P0097,2023-07-12,4,331.38,completed
O003362,C0096,P0014,2022-05-19,-1,194.06,returned
O001956,C0293,P0081,2022-07-07,0,34.2,cancelled
O003167,C0270,P0078,2024-06-06,1,235.32,completed
O000005,C0014,P0071,2023-02-22,1,83.09,completed
O001052,C0333,P0016,2024-02-21,-1,151.04,completed
O000378,C0281,P0011,2023-08-09,1,438.44,completed
O003893,C0138,P0010,2024-01-08,-1,113.56,returned
O001793,C0499,P0052,2022-11-04,-1,71.16,completed
O003380,C0261,P0055,2024-05-27,1,324.49,completed
O002651,C0143,P0004,2024-02-20,2,84.03,cancelled
O001227,C0076,P0084,10/08/2023,1,354.98,completed
O003774,C0487,P0051,2023-01-02,-1,322.58,cancelled
O000286,C0033,P0048,03/22/2023,1,39.43,returned
O003595,C0054,P0042,2024-02-04,-1,415.74,completed
O000848,C0382,P0025,01/26/2023,4,287.8,completed
O003041,C0182,P0002,2022-07-15,4,343.34,completed
O003848,C0360,P0048,2023-11-11,0,55.73,completed
O004184,C0237,P0034,09/19/2023,1,529.72,returned
O004285,C0264,P0053,2022-07-12,1,352.38,cancelled
O004496,C0195,P0059,2023-04-05,4,217.38,completed
O001590,C0103,P0071,2023-02-27,1,114.72,cancelled
O003152,C0199,P0071,2023-11-09,1,89.45,completed
O004257,C0278,P0016,2022-02-19,1,135.57,completed
O000872,C0219,P0040,2022-08-30,1,164.55,returned
O001820,C0109,P0088,2024-03-01,2,86.79,cancelled
O003874,C0063,P0009,2024-04-21,3,425.77,completed
O001983,C0028,P0100,2022-03-16,4,293.05,completed
O001341,,P0079,2023-04-24,1,140.38,returned
O003448,C0015,P0018,2023-03-16,-1,184.16,completed
O004488,C0156,P0100,01/09/2024,1,357.02,completed
O001529,C0275,P0078,2023-12-27,-1,202.33,cancelled
O004310,C0406,P0029,2024-02-04,2,313.64,returned
O003028,C0216,P0041,2023-10-05,-1,239.62,cancelled
O003731,C0259,P0014,2023-08-23,4,188.27,completed
O001342,C0243,P0033,2024-01-19,0,90.72,returned
O000963,C0088,P0015,2023-05-23,0,70.8,cancelled
O000843,C0235,P0085,2024-01-21,0,168.2,returned
O004272,C0465,P0041,2024-05-30,-1,309.84,cancelled
O002755,C0426,P0054,2022-03-02,1,473.2,completed
O002673,C0142,P0080,2024-05-26,1,258.38,returned
O000738,C0267,P0014,2024-01-02,0,187.0,completed
O000262,C0265,P0029,2023-01-10,1,343.97,completed
O004053,C0445,P0049,2022-01-18,2,412.67,completed
O004758,C0411,P0034,2022-04-22,1,509.3,completed
O002904,,P0045,03/24/2024,4,447.81,completed
O002402,C0316,P0060,10/06/2022,0,113.49,cancelled
O000510,C0390,P0083,2022-03-24,-1,181.68,returned
O001871,C0179,P0029,2022-03-08,-1,334.81,completed
O004840,C0187,P0010,2022-09-04,1,161.07,returned
O003291,C0056,P0052,09/07/2023,1,85.76,completed
O004698,C0027,P0027,2022-02-01,4,303.34,completed
O000813,C0438,P0020,02/21/2024,2,464.3,completed
O002115,,P0016,2023-09-03,3,130.18,completed
O001219,C0488,P0087,2023-07-21,0,196.15,cancelled
O002537,C0300,P0022,2022-06-25,1,406.59,completed
O000527,C0238,P0085,01/06/2023,2,170.1,completed
O002701,,P0093,2022-07-06,3,36.02,completed
O001432,C0182,P0018,2022-02-26,0,258.3,completed
O001735,C0105,P0075,07/21/2023,4,341.03,completed
O003080,C0400,P0088,2024-05-01,3,73.64,returned
O004131,C0457,P0054,12/21/2023,0,489.88,completed
O002836,C0280,P0088,03/09/2023,1,88.9,returned
O001201,C0156,P0030,03/18/2023,-1,276.89,completed
O002626,C0241,P0084,2022-08-19,1,427.04,cancelled
O002759,,P0092,2022-06-23,1,537.82,completed
O002848,C0348,P0083,2023-11-11,2,208.44,completed
O000715,C0414,P0056,2022-06-28,1,302.64,cancelled
O004228,C0126,P0046,2023-04-01,3,100.96,cancelled
O000642,C0453,P0077,2022-09-15,-1,108.72,completed
O003724,C0204,P0083,12/07/2023,2,165.79,completed
O000752,C0330,P0025,2023-07-29,1,354.87,completed
O001982,C0193,P0079,02/19/2022,1,151.34,cancelled
O003537,C0097,P0091,2024-06-05,0,31.08,completed
O002109,C0265,P0094,2023-07-12,1,455.43,completed
O002910,C0393,P0094,2024-02-27,1,347.93,cancelled
O002586,C0491,P0082,2023-10-01,-1,560.56,completed
O001087,C0317,P0011,06/06/2022,1,470.11,completed
O003090,C0024,P0052,2023-04-13,1,91.27,completed
O000804,C0239,P0031,2023-12-11,2,373.77,completed
O002095,C0367,P0077,2024-04-04,2,120.14,cancelled
O002719,C0133,P0082,2022-12-16,4,396.55,cancelled
O000058,C0329,P0019,2023-01-27,1,167.7,cancelled
O002748,C0482,P0075,2023-12-03,1,297.48,returned
O002857,C0088,P0052,05/29/2024,1,82.98,completed
O002930,C0332,P0035,2024-06-27,1,551.67,cancelled
O004467,C0378,P0006,2023-09-23,1,92.7,cancelled
O004964,C0339,P0090,2024-01-23,3,40.49,returned
O003747,C0124,P0091,2022-06-01,-1,25.2,completed
O002315,C0022,P0098,01/06/2024,2,38.84,completed
O000176,C0115,P0017,01/20/2022,2,240.38,cancelled
O003572,C0302,P0012,2022-05-12,2,519.06,completed
O001038,C0412,P0055,06/18/2022,1,332.59,completed
O000442,C0090,P0005,2022-08-10,3,154.01,returned
O001394,C0106,P0059,2022-03-08,1,205.18,completed
O002401,C0181,P0029,02/21/2023,2,337.66,returned
O001325,C0464,P0093,2023-12-28,1,39.04,returned
O004633,C0330,P0094,2024-06-16,1,364.22,completed
O001319,C0311,P0083,2022-09-17,1,187.6,completed
O004330,C0043,P0094,2023-10-03,1,398.78,completed
O001310,C0108,P0030,11/16/2023,-1,409.43,cancelled
O000747,C0281,P0006,2022-01-03,1,109.95,cancelled
O001619,C0241,P0087,2023-09-12,1,222.25,returned
O000237,C0231,P0056,2023-02-22,0,331.62,completed
O004796,,P0036,2023-09-05,1,290.55,completed
O004369,C0443,P0005,2023-12-10,0,124.62,completed
O002736,C0030,P0065,2023-02-26,-1,446.93,completed
O003877,C0223,P0032,2023-02-28,-1,51.72,completed
O002067,C0328,P0071,2023-11-05,1,101.25,completed
O003199,C0303,P0052,2023-01-03,2,82.65,completed
O003959,C0364,P0048,2023-08-23,2,44.45,completed
O003095,C0346,P0018,2023-12-14,1,188.25,completed
O004495,C0442,P0081,2023-11-28,2,33.87,completed
O000096,C0422,P0088,2022-05-14,2,85.86,cancelled
O000506,C0464,P0001,2022-06-05,4,338.8,returned
O004497,C0253,P0031,2022-12-30,1,447.16,completed
O003635,C0140,P0078,2022-01-08,1,224.15,completed
O000181,C0215,P0014,2023-12-19,1,201.76,completed
O000084,C0478,P0030,2022-06-04,1,348.13,completed
O003387,C0455,P0040,2023-07-23,1,200.57,completed
O000246,C0129,P0093,2023-11-19,1,34.22,completed
O004090,C0120,P0003,07/25/2022,0,277.57,completed
O004823,C0221,P0001,2023-12-06,2,360.98,completed
O003631,C0341,P0075,2023-08-16,2,328.06,completed
O001961,C0232,P0003,04/15/2022,4,280.78,completed
O002900,C0473,P0001,2022-11-19,1,362.57,completed
O000352,C0398,P0049,2023-04-10,1,447.14,cancelled
O002336,,P0093,2024-05-18,-1,30.06,returned
O001904,C0282,P0023,2022-09-25,4,65.94,completed
O002782,C0257,P0091,2022-06-07,1,33.61,completed
O002022,C0352,P0005,2023-01-26,4,112.59,completed
O003961,C0289,P0061,09/29/2022,4,17.24,completed
O004463,C0163,P0071,2022-08-30,2,92.08,completed
O003998,C0249,P0014,03/09/2024,0,190.15,returned
O001447,C0499,P0015,2023-08-02,1,76.67,completed
O001553,C0388,P0026,2023-08-12,0,177.03,completed
O002390,C0041,P0099,2023-05-11,2,230.57,returned
O004868,C0329,P0057,2022-06-21,-1,446.31,cancelled
O000806,C0073,P0025,2023-07-23,1,315.98,completed
O002764,C0059,P0094,2024-05-23,1,379.71,completed
O001643,C0237,P0094,2022-03-25,-1,386.49,completed
O000564,C0230,P0021,2022-06-01,4,260.67,completed
O001731,C0129,P0035,2023-09-24,1,558.93,completed
O002339,C0477,P0100,2023-02-07,0,336.88,completed
O004180,C0258,P0076,2024-03-02,1,185.61,completed
O003797,C0108,P0019,10/03/2023,-1,163.47,completed
O000876,C0305,P0071,2024-02-17,3,108.24,returned
O001887,C0023,P0036,2023-07-04,2,260.5,completed
O001151,C0148,P0038,11/07/2022,-1,339.93,completed
O002535,C0325,P0064,2024-03-08,1,102.09,cancelled
O004885,C0269,P0061,2023-06-29,3,17.15,cancelled
O004714,C0465,P0014,2022-02-17,3,199.79,completed
O004169,C0341,P0094,2022-03-03,0,344.45,completed
O003608,C0340,P0035,2023-06-14,4,474.4,returned
O004907,C0491,P0072,2022-02-19,4,287.67,completed
O000941,C0491,P0071,2024-05-26,2,87.97,completed
O000709,C0372,P0045,2022-06-15,3,429.07,cancelled
O004851,C0337,P0093,2022-02-17,2,33.41,cancelled
O004930,C0465,P0011,02/07/2023,1,511.32,completed
O003612,C0425,P0099,2024-01-14,1,275.64,returned
O003404,C0220,P0031,2022-07-10,-1,367.51,completed
O003352,C0353,P0001,2022-02-09,1,309.78,completed
O003689,C0345,P0054,2023-01-06,3,451.75,cancelled
O002885,C0381,P0090,2022-11-01,1,30.03,completed
O004088,C0422,P0088,2022-02-28,2,93.3,completed
O002400,C0219,P0005,2023-01-30,4,125.13,completed
O001344,C0219,P0074,04/21/2022,0,415.42,cancelled
O002611,C0051,P0028,06/23/2023,0,353.53,cancelled
O003282,C0480,P0037,2022-06-05,1,513.49,returned
O002944,,P0057,2023-01-19,2,443.93,completed
O004866,C0202,P0038,2022-01-25,-1,477.41,cancelled
O004431,C0299,P0051,2023-10-03,-1,339.0,cancelled
O004952,,P0078,02/25/2022,1,265.02,returned
O000921,C0173,P0061,2023-07-16,0,18.42,returned
O000322,C0204,P0009,2022-08-04,1,473.99,completed
O001697,C0124,P0039,2023-12-13,3,346.29,completed
O002940,C0253,P0007,2022-06-02,1,390.94,completed
O000882,C0357,P0050,2023-10-13,4,449.61,completed
O003638,C0267,P0026,2023-12-13,3,209.68,completed
O002117,C0041,P0009,2023-03-24,1,407.46,returned
O003764,C0217,P0023,2022-07-05,2,69.44,completed
O002130,C0420,P0022,2023-06-12,-1,319.31,completed
O004078,C0338,P0060,2023-01-10,0,125.37,completed
O002722,,P0027,2022-03-08,-1,220.05,completed
O002152,C0246,P0097,2022-09-22,0,294.72,completed
O001853,C0052,P0097,2023-11-05,3,341.79,returned
O002642,C0130,P0001,2022-04-03,1,272.5,completed
O004457,C0470,P0096,2022-03-10,1,63.79,completed
O001686,C0165,P0045,2023-07-08,1,423.59,completed
O001188,,P0100,2024-04-09,1,324.12,completed
O002426,C0100,P0038,2024-05-28,2,368.18,completed
O001943,C0327,P0034,2022-12-08,-1,520.88,cancelled
O002644,C0379,P0006,2023-11-21,-1,108.62,completed
O004430,C0467,P0061,2022-04-01,4,15.76,completed
O002725,C0455,P0010,2024-03-05,1,156.25,completed
O004283,C0308,P0009,02/03/2024,3,395.84,completed
O001720,C0156,P0018,2023-06-28,1,201.39,returned
O000333,C0146,P0069,2024-04-06,3,326.06,completed
O001669,C0427,P0028,2024-01-24,3,497.75,completed
O001272,C0340,P0023,2022-11-30,2,79.51,completed
O001300,C0369,P0087,2023-03-22,3,194.75,completed
O000616,C0197,P0049,06/20/2024,1,399.52,completed
O000224,C0300,P0001,2022-05-14,1,313.91,completed
O003218,C0213,P0064,2023-10-25,4,98.62,completed
O002643,C0421,P0088,2023-01-29,1,81.43,cancelled
O000536,C0057,P0059,2022-10-15,1,221.01,completed
O000989,C0483,P0044,2022-04-12,1,55.57,completed
O003792,C0329,P0037,2023-01-16,1,454.66,returned
O004480,C0004,P0046,2022-04-26,1,143.45,returned
O000728,C0206,P0090,2022-10-30,0,35.91,completed
O002416,C0461,P0045,2022-12-01,3,385.88,returned
O002796,C0424,P0075,2024-04-30,4,319.54,completed
O001002,C0370,P0049,2023-11-05,1,481.82,cancelled
